"run_id","round_size","match_order","left_book_id","right_book_id","winner_book_id"
"31","16","2","495","496","495"
"31","16","3","497","498","497"
"31","16","4","499","476","476"
"31","16","5","500","477","477"
"31","16","6","478","479","479"
"31","16","7","480","481","480"
"31","8","0","483","493","483"
"31","8","1","495","497","497"
"31","8","2","476","477","477"
"31","8","3","479","480","480"
"31","4","0","483","497","483"
"31","4","1","477","480","477"
"31","2","0","483","477","477"
"32","16","0","730","408","730"
"32","16","1","86","773","773"
"32","16","2","451","129","129"
"32","16","3","816","494","494"
"32","16","4","172","859","172"
"32","16","5","537","215","537"
"32","16","6","902","687","902"
"32","16","7","365","43","43"
"32","8","0","730","773","773"
"32","8","1","129","494","129"
"32","8","2","172","537","172"
"32","8","3","902","43","902"
"32","4","0","773","129","129"
"32","4","1","172","902","902"
"32","2","0","129","902","129"
"33","16","0","419","914","914"
"33","16","1","400","895","400"
"33","16","2","381","876","381"
"33","16","3","362","857","362"
"33","16","4","495","990","990"
"33","16","5","476","971","971"
"33","16","6","457","952","952"
"33","16","7","438","933","438"
"33","8","0","914","400","914"
"33","8","1","381","362","362"
"33","8","2","990","971","971"
"33","8","3","952","438","952"
"33","4","0","914","362","914"
"33","4","1","971","952","971"
"33","2","0","914","971","971"
"34","16","0","633","462","633"
"34","16","1","291","838","838"
"34","16","2","667","496","496"
"34","16","3","325","154","325"
"34","16","4","992","821","992"
"34","16","5","650","479","650"
"34","16","6","308","137","137"
"34","16","7","975","804","804"
"34","8","0","633","838","633"
"34","8","1","496","325","496"
"34","8","2","992","650","992"
"34","8","3","137","804","804"
"34","4","0","633","496","496"
"34","4","1","992","804","804"
"34","2","0","496","804","496"
"35","16","0","418","592","592"
"35","16","1","766","174","174"
"35","16","2","348","522","348"
"35","16","3","696","870","696"
"35","16","4","35","209","35"
"35","16","5","383","557","557"
"35","16","6","731","905","905"
"35","16","7","70","244","244"
"35","8","0","592","174","592"
"35","8","1","348","696","348"
"35","8","2","35","557","557"
"35","8","3","905","244","244"
"35","4","0","592","348","592"
"35","4","1","557","244","557"
"35","2","0","592","557","592"
"36","16","0","196","1","196"
"36","16","1","229","164","229"
"36","16","2","197","2","2"
"36","16","3","230","165","165"
"36","16","4","198","3","3"
"36","16","5","231","166","231"
"36","16","6","199","4","199"
"36","16","7","228","163","228"
"36","8","0","196","229","229"
"36","8","1","2","165","165"
"36","8","2","3","231","3"
"36","8","3","199","228","199"
"36","4","0","229","165","165"
"36","4","1","3","199","199"
"36","2","0","165","199","199"
"37","16","0","275","248","248"
"37","16","1","303","276","276"
"37","16","2","249","304","249"
"37","16","3","277","250","277"
"37","16","4","305","300","305"
"37","16","5","273","246","246"
"37","16","6","301","274","274"
"37","16","7","247","302","247"
"37","8","0","248","276","248"
"37","8","1","249","277","277"
"37","8","2","305","246","246"
"37","8","3","274","247","247"
"37","4","0","248","277","248"
"37","4","1","246","247","246"
"37","2","0","248","246","248"
"38","16","0","323","397","323"
"38","16","1","348","373","373"
"38","16","2","320","394","394"
"38","16","3","345","370","370"
"38","16","4","321","395","321"
"38","16","5","346","371","346"
"38","16","6","322","396","322"
"38","16","7","347","372","372"
"38","8","0","323","373","373"
"38","8","1","394","370","394"
"38","8","2","321","346","321"
"38","8","3","322","372","322"
"38","4","0","373","394","394"
"38","4","1","321","322","322"
"38","2","0","394","322","394"
"39","16","0","494","495","495"
"39","16","1","496","497","496"
"39","16","2","498","499","498"
"39","16","3","476","500","476"
"39","16","4","477","478","478"
"39","16","5","479","480","480"
"39","16","6","481","482","482"
"39","16","7","483","493","483"
"39","8","0","495","496","495"
"39","8","1","498","476","476"
"39","8","2","478","480","480"
"39","8","3","482","483","483"
"39","4","0","495","476","495"
"39","4","1","480","483","480"
"39","2","0","495","480","480"
"40","16","0","773","451","773"
"40","16","1","129","816","816"
"40","16","2","494","172","172"
"40","16","3","859","537","537"
"40","16","4","215","902","215"
"40","16","5","687","365","687"
"40","16","6","43","730","43"
"40","16","7","408","86","86"
"40","8","0","773","816","816"
"40","8","1","172","537","172"
"40","8","2","215","687","215"
"40","8","3","43","86","43"
"40","4","0","816","172","172"
"40","4","1","215","43","43"
"40","2","0","172","43","172"
"41","16","0","174","348","348"
"41","16","1","522","696","696"
"41","16","2","870","35","870"
"41","16","3","209","383","209"
"41","16","4","557","731","557"
"41","16","5","905","70","70"
"41","16","6","244","418","418"
"41","16","7","592","766","766"
"41","8","0","348","696","348"
"41","8","1","870","209","870"
"41","8","2","557","70","70"
"41","8","3","418","766","766"
"41","4","0","348","870","348"
"41","4","1","70","766","70"
"41","2","0","348","70","348"
"42","16","0","164","197","164"
"42","16","1","2","230","2"
"42","16","2","165","198","198"
"42","16","3","3","231","231"
"42","16","4","166","199","199"
"42","16","5","4","228","4"
"42","16","6","163","196","163"
"42","16","7","1","229","1"
"42","8","0","164","2","2"
"42","8","1","198","231","231"
"42","8","2","199","4","199"
"42","8","3","163","1","163"
"42","4","0","2","231","231"
"42","4","1","199","163","163"
"42","2","0","231","163","163"
"43","16","0","276","249","249"
"43","16","1","304","277","277"
"43","16","2","250","305","250"
"43","16","3","300","273","300"
"43","16","4","246","301","246"
"43","16","5","274","247","247"
"43","16","6","302","275","275"
"43","16","7","248","303","303"
"43","8","0","249","277","249"
"43","8","1","250","300","250"
"43","8","2","246","247","247"
"43","8","3","275","303","303"
"43","4","0","249","250","249"
"43","4","1","247","303","247"
"43","2","0","249","247","249"
"44","16","0","325","154","325"
"44","16","1","992","821","821"
"44","16","2","650","479","479"
"44","16","3","308","137","137"
"44","16","4","975","804","975"
"44","16","5","633","462","633"
"44","16","6","291","838","291"
"44","16","7","667","496","496"
"44","8","0","325","821","821"
"44","8","1","479","137","479"
"44","8","2","975","633","975"
"44","8","3","291","496","291"
"44","4","0","821","479","479"
"44","4","1","975","291","291"
"44","2","0","479","291","479"
"45","16","0","476","500","500"
"45","16","1","477","478","478"
"45","16","2","479","480","479"
"45","16","3","481","482","481"
"45","16","4","483","493","483"
"45","16","5","494","495","495"
"45","16","6","496","497","497"
"45","16","7","498","499","498"
"45","8","0","500","478","500"
"45","8","1","479","481","481"
"45","8","2","483","495","495"
"45","8","3","497","498","498"
"45","4","0","500","481","500"
"45","4","1","495","498","495"
"45","2","0","500","495","500"
"46","16","0","859","537","859"
"46","16","1","215","902","902"
"46","16","2","687","365","365"
"46","16","3","43","730","730"
"46","16","4","408","86","408"
"46","16","5","773","451","773"
"46","16","6","129","816","129"
"46","16","7","494","172","172"
"46","8","0","859","902","902"
"46","8","1","365","730","365"
"46","8","2","408","773","408"
"46","8","3","129","172","129"
"46","4","0","902","365","365"
"46","4","1","408","129","129"
"46","2","0","365","129","365"
"47","16","0","990","476","476"
"47","16","1","971","457","971"
"47","16","2","952","438","952"
"47","16","3","933","419","933"
"47","16","4","914","400","400"
"47","16","5","895","381","381"
"47","16","6","876","362","362"
"47","16","7","857","495","857"
"47","8","0","476","971","476"
"47","8","1","952","933","933"
"47","8","2","400","381","381"
"47","8","3","362","857","857"
"47","4","0","476","933","476"
"47","4","1","381","857","381"
"47","2","0","476","381","381"
"48","16","0","821","650","821"
"48","16","1","479","308","308"
"48","16","2","137","975","975"
"48","16","3","804","633","633"
"48","16","4","462","291","462"
"48","16","5","838","667","838"
"48","16","6","496","325","496"
"48","16","7","154","992","992"
"48","8","0","821","308","308"
"48","8","1","975","633","975"
"48","8","2","462","838","462"
"48","8","3","496","992","496"
"48","4","0","308","975","975"
"48","4","1","462","496","496"
"48","2","0","975","496","975"
"49","16","0","3","231","3"
"49","16","1","166","199","166"
"49","16","2","4","228","228"
"49","16","3","163","196","196"
"49","16","4","1","229","229"
"49","16","5","164","197","164"
"49","16","6","2","230","2"
"49","16","7","165","198","165"
"49","8","0","3","166","166"
"49","8","1","228","196","196"
"49","8","2","229","164","229"
"49","8","3","2","165","2"
"49","4","0","166","196","166"
"49","4","1","229","2","2"
"49","2","0","166","2","2"
"50","16","0","300","273","273"
"50","16","1","246","301","301"
"50","16","2","274","247","274"
"50","16","3","302","275","302"
"50","16","4","248","303","248"
"50","16","5","276","249","249"
"50","16","6","304","277","277"
"50","16","7","250","305","305"
"50","8","0","273","301","273"
"50","8","1","274","302","274"
"50","8","2","248","249","249"
"50","8","3","277","305","305"
"50","4","0","273","274","273"
"50","4","1","249","305","249"
"50","2","0","273","249","273"
"51","16","0","395","346","395"
"51","16","1","371","322","371"
"51","16","2","396","347","347"
"51","16","3","372","323","323"
"51","16","4","397","348","348"
"51","16","5","373","320","373"
"51","16","6","394","345","394"
"51","16","7","370","321","370"
"51","8","0","395","371","371"
"51","8","1","347","323","323"
"51","8","2","348","373","348"
"51","8","3","394","370","394"
"51","4","0","371","323","323"
"51","4","1","348","394","394"
"51","2","0","323","394","394"
"52","16","0","478","479","479"
"52","16","1","480","481","481"
"52","16","2","482","483","482"
"52","16","3","493","494","493"
"52","16","4","495","496","495"
"52","16","5","497","498","498"
"52","16","6","499","476","476"
"52","16","7","500","477","477"
"52","8","0","479","481","479"
"52","8","1","482","493","482"
"52","8","2","495","498","498"
"52","8","3","476","477","477"
"52","4","0","479","482","479"
"52","4","1","498","477","498"
"52","2","0","479","498","479"
"53","16","0","902","687","902"
"53","16","1","365","43","365"
"53","16","2","730","408","408"
"53","16","3","86","773","773"
"53","16","4","451","129","451"
"53","16","5","816","494","816"
"53","16","6","172","859","172"
"53","16","7","537","215","215"
"53","8","0","902","365","365"
"53","8","1","408","773","408"
"53","8","2","451","816","451"
"53","8","3","172","215","172"
"53","4","0","365","408","408"
"53","4","1","451","172","172"
"53","2","0","408","172","172"
"54","16","0","457","952","952"
"54","16","1","438","933","438"
"54","16","2","419","914","419"
"54","16","3","400","895","400"
"54","16","4","381","876","876"
"54","16","5","362","857","857"
"54","16","6","495","990","990"
"54","16","7","476","971","476"
"54","8","0","952","438","952"
"54","8","1","419","400","400"
"54","8","2","876","857","857"
"54","8","3","990","476","476"
"54","4","0","952","400","952"
"54","4","1","857","476","857"
"54","2","0","952","857","857"
"55","16","0","731","905","905"
"55","16","1","70","244","244"
"55","16","2","418","592","592"
"55","16","3","766","174","766"
"55","16","4","348","522","348"
"55","16","5","696","870","696"
"55","16","6","35","209","209"
"55","16","7","383","557","557"
"55","8","0","905","244","905"
"55","8","1","592","766","592"
"55","8","2","348","696","348"
"55","8","3","209","557","557"
"55","4","0","905","592","592"
"55","4","1","348","557","348"
"55","2","0","592","348","592"
"56","16","0","199","4","199"
"56","16","1","228","163","228"
"56","16","2","196","1","1"
"56","16","3","229","164","164"
"56","16","4","197","2","2"
"56","16","5","230","165","230"
"56","16","6","198","3","198"
"56","16","7","231","166","231"
"56","8","0","199","228","228"
"56","8","1","1","164","164"
"56","8","2","2","230","2"
"56","8","3","198","231","198"
"56","4","0","228","164","228"
"56","4","1","2","198","198"
"56","2","0","228","198","198"
"57","16","0","301","274","274"
"57","16","1","247","302","302"
"57","16","2","275","248","275"
"57","16","3","303","276","303"
"57","16","4","249","304","249"
"57","16","5","277","250","250"
"57","16","6","305","300","300"
"57","16","7","273","246","246"
"57","8","0","274","302","274"
"57","8","1","275","303","275"
"57","8","2","249","250","250"
"57","8","3","300","246","246"
"57","4","0","274","275","275"
"57","4","1","250","246","250"
"57","2","0","275","250","275"
"58","16","0","322","396","322"
"58","16","1","347","372","347"
"58","16","2","323","397","397"
"58","16","3","348","373","373"
"58","16","4","320","394","394"
"58","16","5","345","370","345"
"58","16","6","321","395","321"
"58","16","7","346","371","346"
"58","8","0","322","347","347"
"58","8","1","397","373","373"
"58","8","2","394","345","394"
"58","8","3","321","346","321"
"58","4","0","347","373","373"
"58","4","1","394","321","321"
"58","2","0","373","321","321"
"59","16","0","244","418","418"
"59","16","1","592","766","766"
"59","16","2","174","348","348"
"59","16","3","522","696","522"
"59","16","4","870","35","870"
"59","16","5","209","383","209"
"59","16","6","557","731","731"
"59","16","7","905","70","70"
"59","8","0","418","766","418"
"59","8","1","348","522","348"
"59","8","2","870","209","870"
"59","8","3","731","70","70"
"59","4","0","418","348","348"
"59","4","1","870","70","870"
"59","2","0","348","870","348"
"60","16","0","86","773","86"
"60","16","1","451","129","451"
"60","16","2","816","494","494"
"60","16","3","172","859","859"
"60","16","4","537","215","215"
"60","16","5","902","687","902"
"60","16","6","365","43","365"
"60","16","7","730","408","730"
"60","8","0","86","451","451"
"60","8","1","494","859","859"
"60","8","2","215","902","215"
"60","8","3","365","730","365"
"60","4","0","451","859","859"
"60","4","1","215","365","365"
"60","2","0","859","365","365"
"61","16","0","400","895","895"
"61","16","1","381","876","876"
"61","16","2","362","857","362"
"61","16","3","495","990","495"
"61","16","4","476","971","476"
"61","16","5","457","952","952"
"61","16","6","438","933","933"
"61","16","7","419","914","914"
"61","8","0","895","876","895"
"61","8","1","362","495","362"
"61","8","2","476","952","952"
"61","8","3","933","914","914"
"61","4","0","895","362","895"
"61","4","1","952","914","952"
"61","2","0","895","952","895"
"62","16","0","291","838","291"
"62","16","1","667","496","667"
"62","16","2","325","154","154"
"62","16","3","992","821","821"
"62","16","4","650","479","650"
"62","16","5","308","137","308"
"62","16","6","975","804","975"
"62","16","7","633","462","462"
"62","8","0","291","667","667"
"62","8","1","154","821","154"
"62","8","2","650","308","650"
"62","8","3","975","462","975"
"62","4","0","667","154","154"
"62","4","1","650","975","975"
"62","2","0","154","975","975"
"63","16","0","303","276","276"
"63","16","1","249","304","304"
"63","16","2","277","250","250"
"63","16","3","305","300","305"
"63","16","4","273","246","273"
"63","16","5","301","274","301"
"63","16","6","247","302","302"
"63","16","7","275","248","248"
"63","8","0","276","304","276"
"63","8","1","250","305","250"
"63","8","2","273","301","273"
"63","8","3","302","248","248"
"63","4","0","276","250","250"
"63","4","1","273","248","273"
"63","2","0","250","273","250"
"64","16","0","348","373","348"
"64","16","1","320","394","320"
"64","16","2","345","370","370"
"64","16","3","321","395","395"
"64","16","4","346","371","371"
"64","16","5","322","396","322"
"64","16","6","347","372","347"
"64","16","7","323","397","323"
"64","8","0","348","320","320"
"64","8","1","370","395","395"
"64","8","2","371","322","371"
"64","8","3","347","323","347"
"64","4","0","320","395","320"
"64","4","1","371","347","347"
"64","2","0","320","347","347"
"65","16","0","496","497","497"
"65","16","1","498","499","499"
"65","16","2","476","500","476"
"65","16","3","477","478","477"
"65","16","4","479","480","479"
"65","16","5","481","482","482"
"65","16","6","483","493","493"
"65","16","7","494","495","495"
"65","8","0","497","499","497"
"65","8","1","476","477","476"
"65","8","2","479","482","482"
"65","8","3","493","495","495"
"65","4","0","497","476","476"
"65","4","1","482","495","482"
"65","2","0","476","482","476"
"66","16","0","129","816","129"
"66","16","1","494","172","494"
"66","16","2","859","537","537"
"66","16","3","215","902","902"
"66","16","4","687","365","365"
"66","16","5","43","730","43"
"66","16","6","408","86","408"
"66","16","7","773","451","773"
"66","8","0","129","494","494"
"66","8","1","537","902","902"
"66","8","2","365","43","365"
"66","8","3","408","773","408"
"66","4","0","494","902","902"
"66","4","1","365","408","408"
"66","2","0","902","408","408"
"67","16","0","876","362","362"
"67","16","1","857","495","495"
"67","16","2","990","476","990"
"67","16","3","971","457","971"
"67","16","4","952","438","952"
