"login_id","book_id","score","comment_text"
"user58","1","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user95","1","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user32","1","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user69","1","4","책장을 넘기는 시간이 즐거웠어요."
"user6","1","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user43","1","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user80","1","3","전체적으로 균형이 잘 잡힌 편이에요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user17","1","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user54","1","3","흥미로운 부분과 아쉬운 부분이 함께 있었어요."
"user91","1","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user28","1","3","기대했던 정도로 재미있게 읽었어요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user65","1","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user2","1","3","몇몇 대목이 기억에 남았어요. 주변의 평가도 한번 들어 보고 싶어요."
"user39","1","4","기대 이상으로 만족스럽게 읽었어요."
"user76","1","3","기대했던 정도로 재미있게 읽었어요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user13","1","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user50","1","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user87","1","3","한 번쯤 읽어 볼 만한 책이에요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user24","1","3","전체적으로 균형이 잘 잡힌 편이에요."
"user61","1","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user98","1","2","장점과 단점이 분명한 책이었어요. 인상적인 부분만큼 아쉬운 부분도 있었어요."
"user35","1","3","부담 없이 무난하게 읽었어요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user72","1","3","전체적으로 균형이 잘 잡힌 편이에요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user59","2","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user96","2","3","취향에 따라 평가가 달라질 것 같아요. 큰 기대 없이 읽으면 무난하게 즐길 수 있어요."
"user33","2","3","흥미로운 부분과 아쉬운 부분이 함께 있었어요."
"user70","2","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user7","2","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user44","2","3","전반적으로 괜찮은 독서 경험이었어요. 큰 기대 없이 읽으면 무난하게 즐길 수 있어요."
"user81","2","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user18","2","4","기대 이상으로 만족스럽게 읽었어요."
"user55","2","3","기대했던 정도로 재미있게 읽었어요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user92","2","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user29","2","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user66","2","3","한 번쯤 읽어 볼 만한 책이에요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user3","2","4","공감되는 대목이 많아 인상 깊었어요."
"user40","2","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user77","2","3","몇몇 대목이 기억에 남았어요. 주변의 평가도 한번 들어 보고 싶어요."
"user14","2","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user51","2","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user88","2","3","취향에 따라 평가가 달라질 것 같아요."
"user25","2","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user62","2","3","부담 없이 무난하게 읽었어요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user99","2","3","전체적으로 균형이 잘 잡힌 편이에요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user36","2","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user73","2","4","내용의 흐름이 자연스럽고 좋았어요."
"user10","2","3","한 번쯤 읽어 볼 만한 책이에요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user47","2","5","읽는 내내 기대를 뛰어넘는 책이었어요. 소장해 두고 다시 읽고 싶은 책이에요."
"user84","2","3","전반적으로 괜찮은 독서 경험이었어요. 큰 기대 없이 읽으면 무난하게 즐길 수 있어요."
"user21","2","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user58","2","4","기대 이상으로 만족스럽게 읽었어요."
"user95","2","3","기대했던 정도로 재미있게 읽었어요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user32","2","3","취향에 따라 평가가 달라질 것 같아요. 큰 기대 없이 읽으면 무난하게 즐길 수 있어요."
"user69","2","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user6","2","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user43","2","3","전체적으로 균형이 잘 잡힌 편이에요."
"user88","3","3","몇몇 대목이 기억에 남았어요. 주변의 평가도 한번 들어 보고 싶어요."
"user25","3","3","부담 없이 무난하게 읽었어요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user62","3","3","전체적으로 균형이 잘 잡힌 편이에요."
"user99","3","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user36","3","3","흥미로운 부분과 아쉬운 부분이 함께 있었어요. 주변의 평가도 한번 들어 보고 싶어요."
"user73","3","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user10","3","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user47","3","4","읽고 나서도 기억에 남는 부분이 많아요."
"user84","3","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user21","3","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user58","3","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user95","3","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user32","3","4","천천히 다시 읽어 보고 싶은 책이에요."
"user69","3","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user6","3","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user43","3","3","취향에 따라 평가가 달라질 것 같아요. 큰 기대 없이 읽으면 무난하게 즐길 수 있어요."
"user80","3","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user17","3","3","부담 없이 무난하게 읽었어요."
"user54","3","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user91","3","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user28","3","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user65","3","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user2","3","4","주제와 구성이 잘 어우러졌어요."
"user39","3","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user76","3","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user13","3","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user50","3","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user87","3","4","읽고 나서도 기억에 남는 부분이 많아요."
"user24","3","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user61","3","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user98","3","3","기대했던 정도로 재미있게 읽었어요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user35","3","3","취향에 따라 평가가 달라질 것 같아요. 큰 기대 없이 읽으면 무난하게 즐길 수 있어요."
"user72","3","4","천천히 다시 읽어 보고 싶은 책이에요."
"user9","3","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user46","3","3","전체적으로 균형이 잘 잡힌 편이에요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user83","3","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user20","3","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user57","3","3","부담 없이 무난하게 읽었어요."
"user94","3","5","마지막 장을 덮은 뒤에도 여운이 길게 남았어요. 소장해 두고 다시 읽고 싶은 책이에요."
"user31","3","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user68","3","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user5","3","3","한 번쯤 읽어 볼 만한 책이에요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user42","3","5","읽는 내내 기대를 뛰어넘는 책이었어요."
"user79","3","3","전반적으로 괜찮은 독서 경험이었어요. 큰 기대 없이 읽으면 무난하게 즐길 수 있어요."
"user16","3","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user53","3","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user90","3","3","기대했던 정도로 재미있게 읽었어요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user27","3","3","취향에 따라 평가가 달라질 것 같아요."
"user64","3","3","몇몇 대목이 기억에 남았어요. 주변의 평가도 한번 들어 보고 싶어요."
"user1","3","3","부담 없이 무난하게 읽었어요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user38","3","3","전체적으로 균형이 잘 잡힌 편이에요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user75","3","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user12","3","3","흥미로운 부분과 아쉬운 부분이 함께 있었어요."
"user49","3","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user86","3","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user23","3","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user60","3","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user97","3","3","부담 없이 무난하게 읽었어요."
"user34","3","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user71","3","3","전반적으로 괜찮은 독서 경험이었어요. 큰 기대 없이 읽으면 무난하게 즐길 수 있어요."
"user8","3","3","몇몇 대목이 기억에 남았어요. 주변의 평가도 한번 들어 보고 싶어요."
"user45","3","3","한 번쯤 읽어 볼 만한 책이에요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user82","3","4","주제와 구성이 잘 어우러졌어요."
"user19","3","3","취향에 따라 평가가 달라질 것 같아요. 큰 기대 없이 읽으면 무난하게 즐길 수 있어요."
"user56","3","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user93","3","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user30","3","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user67","3","4","책장을 넘기는 시간이 즐거웠어요."
"user4","3","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user41","3","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user78","3","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user15","3","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user52","3","4","내용의 흐름이 자연스럽고 좋았어요."
"user89","3","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user26","3","3","기대했던 정도로 재미있게 읽었어요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user63","3","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user100","3","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user37","3","4","기대 이상으로 만족스럽게 읽었어요."
"user74","3","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user11","3","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user17","4","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user54","4","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user91","4","3","몇몇 대목이 기억에 남았어요."
"user28","4","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user65","4","3","전체적으로 균형이 잘 잡힌 편이에요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user2","4","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user39","4","3","흥미로운 부분과 아쉬운 부분이 함께 있었어요. 주변의 평가도 한번 들어 보고 싶어요."
"user76","4","4","생각보다 몰입해서 읽었어요."
"user13","4","3","기대했던 정도로 재미있게 읽었어요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user50","4","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user87","4","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user24","4","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user61","4","4","주제와 구성이 잘 어우러졌어요."
"user98","4","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user35","4","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user72","4","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user9","4","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user46","4","4","책장을 넘기는 시간이 즐거웠어요."
"user83","4","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user20","4","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user57","4","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user94","4","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user31","4","4","내용의 흐름이 자연스럽고 좋았어요."
"user68","4","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user5","4","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user42","4","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user79","4","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user16","4","4","기대 이상으로 만족스럽게 읽었어요."
"user53","4","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user90","4","5","최근 읽은 책 중 가장 만족스러웠어요. 다른 사람의 감상도 궁금해지는 작품이에요."
"user27","4","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user64","4","5","제 취향에 정말 잘 맞는 책이었어요. 주변 사람에게 꼭 추천하고 싶어요."
"user1","4","4","공감되는 대목이 많아 인상 깊었어요."
"user38","4","5","내용과 구성이 모두 훌륭했어요. 다른 사람의 감상도 궁금해지는 작품이에요."
"user75","4","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user12","4","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user49","4","3","전체적으로 균형이 잘 잡힌 편이에요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user86","4","4","책장을 넘기는 시간이 즐거웠어요."
"user23","4","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user60","4","3","부담 없이 무난하게 읽었어요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user97","4","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user34","4","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user71","4","4","내용의 흐름이 자연스럽고 좋았어요."
"user8","4","3","한 번쯤 읽어 볼 만한 책이에요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user45","4","5","읽는 내내 기대를 뛰어넘는 책이었어요. 소장해 두고 다시 읽고 싶은 책이에요."
"user82","4","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user46","5","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user83","5","5","제 취향에 정말 잘 맞는 책이었어요. 주변 사람에게 꼭 추천하고 싶어요."
"user20","5","5","마지막 장을 덮은 뒤에도 여운이 길게 남았어요."
"user57","5","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user94","5","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user31","5","5","처음부터 끝까지 깊이 몰입해서 읽었어요. 주변 사람에게 꼭 추천하고 싶어요."
"user68","5","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user5","5","4","읽고 나서도 기억에 남는 부분이 많아요."
"user42","5","3","흥미로운 부분과 아쉬운 부분이 함께 있었어요. 주변의 평가도 한번 들어 보고 싶어요."
"user79","5","3","부담 없이 무난하게 읽었어요. 가볍게 읽을 책을 찾는다면 괜찮아요."
"user16","5","3","기대했던 정도로 재미있게 읽었어요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
"user53","5","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user90","5","4","내용의 흐름이 자연스럽고 좋았어요."
"user27","5","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user64","5","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user1","5","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user38","5","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user75","5","4","기대 이상으로 만족스럽게 읽었어요."
"user12","5","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user49","5","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user86","5","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user23","5","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user60","5","3","전체적으로 균형이 잘 잡힌 편이에요."
"user97","5","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user34","5","3","흥미로운 부분과 아쉬운 부분이 함께 있었어요. 주변의 평가도 한번 들어 보고 싶어요."
"user71","5","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user8","5","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user45","5","4","읽고 나서도 기억에 남는 부분이 많아요."
"user82","5","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user19","5","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user56","5","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user93","5","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user30","5","4","천천히 다시 읽어 보고 싶은 책이에요."
"user67","5","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user4","5","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user41","5","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user78","5","4","천천히 다시 읽어 보고 싶은 책이에요. 읽을지 고민한다면 권해 주고 싶어요."
"user15","5","4","생각보다 몰입해서 읽었어요."
"user52","5","4","공감되는 대목이 많아 인상 깊었어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user89","5","4","책장을 넘기는 시간이 즐거웠어요. 나중에 한 번 더 읽어 볼 생각이에요."
"user26","5","4","내용의 흐름이 자연스럽고 좋았어요. 읽을지 고민한다면 권해 주고 싶어요."
"user63","5","4","생각보다 몰입해서 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user100","5","4","공감되는 대목이 많아 인상 깊었어요."
"user37","5","4","읽고 나서도 기억에 남는 부분이 많아요. 나중에 한 번 더 읽어 볼 생각이에요."
"user74","5","3","흥미로운 부분과 아쉬운 부분이 함께 있었어요. 주변의 평가도 한번 들어 보고 싶어요."
"user11","5","4","기대 이상으로 만족스럽게 읽었어요. 비슷한 취향의 사람에게 추천하고 싶어요."
"user48","5","4","주제와 구성이 잘 어우러졌어요. 다른 작품도 찾아 읽어 보고 싶어요."
"user85","5","4","읽고 나서도 기억에 남는 부분이 많아요."
"user22","5","3","몇몇 대목이 기억에 남았어요. 주변의 평가도 한번 들어 보고 싶어요."
"user59","5","5","제 취향에 정말 잘 맞는 책이었어요. 주변 사람에게 꼭 추천하고 싶어요."
"user96","5","3","기대했던 정도로 재미있게 읽었어요. 시간이 지나면 다시 생각날 수도 있을 것 같아요."
